sep=,
,config,score
0,"('alcohol', 'chlorides')",0.5000863019575766
1,"('alcohol', 'citric acid')",0.49931016826593516
2,"('alcohol', 'density')",0.5484184095585037
3,"('alcohol', 'fixed acidity')",0.4969222105979991
4,"('alcohol', 'free sulfur dioxide')",0.5225870966169709
5,"('alcohol', 'pH')",0.49745453781407106
6,"('alcohol', 'residual sugar')",0.5367894767719288
7,"('alcohol', 'sulphates')",0.4986425067604097
8,"('alcohol', 'total sulfur dioxide')",0.5526236298130791
9,"('alcohol', 'type')",0.47190403200407605
10,"('alcohol', 'volatile acidity')",0.5216457121311203
11,"('chlorides', 'citric acid')",0.48503474631492266
12,"('chlorides', 'density')",0.5423827602103919
13,"('chlorides', 'fixed acidity')",0.46063108718420775
14,"('chlorides', 'free sulfur dioxide')",0.49765714867843797
15,"('chlorides', 'pH')",0.4895828905811753
16,"('chlorides', 'residual sugar')",0.5021242057454228
17,"('chlorides', 'sulphates')",0.48023486878417243
18,"('chlorides', 'total sulfur dioxide')",0.5159725211523003
19,"('chlorides', 'type')",0.39311877255399424
20,"('chlorides', 'volatile acidity')",0.4911838331832429
21,"('citric acid', 'density')",0.5393717712238506
22,"('citric acid', 'fixed acidity')",0.4548295247788309
23,"('citric acid', 'free sulfur dioxide')",0.4694208717398515
24,"('citric acid', 'pH')",0.460963060371939
25,"('citric acid', 'residual sugar')",0.4987081719863837
26,"('citric acid', 'sulphates')",0.4645264627881172
27,"('citric acid', 'total sulfur dioxide')",0.5080735375944727
28,"('citric acid', 'type')",0.38778774646995356
29,"('citric acid', 'volatile acidity')",0.47006018857620147
30,"('density', 'fixed acidity')",0.5479842376677648
31,"('density', 'free sulfur dioxide')",0.549942262912162
32,"('density', 'pH')",0.5528045140868181
33,"('density', 'residual sugar')",0.5645877762730012
34,"('density', 'sulphates')",0.5455486127093393
35,"('density', 'total sulfur dioxide')",0.5618526110140932
36,"('density', 'type')",0.457548566670024
37,"('density', 'volatile acidity')",0.5414038928276901
38,"('fixed acidity', 'free sulfur dioxide')",0.4434189691343029
39,"('fixed acidity', 'pH')",0.43594941200157955
40,"('fixed acidity', 'residual sugar')",0.4807527872343681
41,"('fixed acidity', 'sulphates')",0.43993575451001876
42,"('fixed acidity', 'total sulfur dioxide')",0.48928971669873106
43,"('fixed acidity', 'type')",0.3760745535687011
44,"('fixed acidity', 'volatile acidity')",0.45806953156471064
45,"('free sulfur dioxide', 'pH')",0.4601811099610159
46,"('free sulfur dioxide', 'residual sugar')",0.48682932660931433
47,"('free sulfur dioxide', 'sulphates')",0.4736820065452486
48,"('free sulfur dioxide', 'total sulfur dioxide')",0.49988124513558185
49,"('free sulfur dioxide', 'type')",0.3957190863738842
50,"('free sulfur dioxide', 'volatile acidity')",0.4767108832863004
51,"('pH', 'residual sugar')",0.4910225216528534
52,"('pH', 'sulphates')",0.45314654371925284
53,"('pH', 'total sulfur dioxide')",0.49528040773351983
54,"('pH', 'type')",0.37627947515766375
55,"('pH', 'volatile acidity')",0.4936706499278888
56,"('residual sugar', 'sulphates')",0.4921551295174941
57,"('residual sugar', 'total sulfur dioxide')",0.5201043277123241
58,"('residual sugar', 'type')",0.4109511670723691
59,"('residual sugar', 'volatile acidity')",0.51168527907991
60,"('sulphates', 'total sulfur dioxide')",0.5148006644739394
61,"('sulphates', 'type')",0.3795716144419086
62,"('sulphates', 'volatile acidity')",0.47969830777316236
63,"('total sulfur dioxide', 'type')",0.41455982961081084
64,"('total sulfur dioxide', 'volatile acidity')",0.5265801934333274
65,"('type', 'volatile acidity')",0.3978194329403312
0,"('alcohol', 'chlorides', 'citric acid')",0.6093120378137946
1,"('alcohol', 'chlorides', 'density')",0.6127369158879862
2,"('alcohol', 'chlorides', 'fixed acidity')",0.6071416096222573
3,"('alcohol', 'chlorides', 'free sulfur dioxide')",0.6040972593356913
4,"('alcohol', 'chlorides', 'pH')",0.5991959115375354
5,"('alcohol', 'chlorides', 'residual sugar')",0.6106116751022773
6,"('alcohol', 'chlorides', 'sulphates')",0.6063427637398491
7,"('alcohol', 'chlorides', 'total sulfur dioxide')",0.6141598084053624
8,"('alcohol', 'chlorides', 'type')",0.5062736292670907
9,"('alcohol', 'chlorides', 'volatile acidity')",0.6135597125248886
10,"('alcohol', 'citric acid', 'density')",0.6179451444269736
11,"('alcohol', 'citric acid', 'fixed acidity')",0.6037525339152667
12,"('alcohol', 'citric acid', 'free sulfur dioxide')",0.6117502398328212
13,"('alcohol', 'citric acid', 'pH')",0.6028742587183027
14,"('alcohol', 'citric acid', 'residual sugar')",0.6176487802199739
15,"('alcohol', 'citric acid', 'sulphates')",0.6127434224174151
16,"('alcohol', 'citric acid', 'total sulfur dioxide')",0.6134938819540608
17,"('alcohol', 'citric acid', 'type')",0.5209758030200166
18,"('alcohol', 'citric acid', 'volatile acidity')",0.6169714058765806
19,"('alcohol', 'density', 'fixed acidity')",0.6136376343812096
20,"('alcohol', 'density', 'free sulfur dioxide')",0.6148942034823512
21,"('alcohol', 'density', 'pH')",0.616778154441632
22,"('alcohol', 'density', 'residual sugar')",0.6174074441770445
23,"('alcohol', 'density', 'sulphates')",0.609551798609605
24,"('alcohol', 'density', 'total sulfur dioxide')",0.6193450723972544
25,"('alcohol', 'density', 'type')",0.5714868879320438
26,"('alcohol', 'density', 'volatile acidity')",0.628357517191363
27,"('alcohol', 'fixed acidity', 'free sulfur dioxide')",0.6117173985689507
28,"('alcohol', 'fixed acidity', 'pH')",0.5941735739620677
29,"('alcohol', 'fixed acidity', 'residual sugar')",0.6093186299840885
30,"('alcohol', 'fixed acidity', 'sulphates')",0.5935245323652324
31,"('alcohol', 'fixed acidity', 'total sulfur dioxide')",0.6061796460695764
32,"('alcohol', 'fixed acidity', 'type')",0.5124219279628471
33,"('alcohol', 'fixed acidity', 'volatile acidity')",0.6156171501372573
34,"('alcohol', 'free sulfur dioxide', 'pH')",0.6036660047643158
35,"('alcohol', 'free sulfur dioxide', 'residual sugar')",0.6193639196025252
36,"('alcohol', 'free sulfur dioxide', 'sulphates')",0.6277281362054687
37,"('alcohol', 'free sulfur dioxide', 'total sulfur dioxide')",0.6255820461325418
38,"('alcohol', 'free sulfur dioxide', 'type')",0.5405657150200518
39,"('alcohol', 'free sulfur dioxide', 'volatile acidity')",0.6197459099492112
40,"('alcohol', 'pH', 'residual sugar')",0.6150878563457522
41,"('alcohol', 'pH', 'sulphates')",0.6065793250063752
42,"('alcohol', 'pH', 'total sulfur dioxide')",0.6151941217692759
43,"('alcohol', 'pH', 'type')",0.5164555537559761
44,"('alcohol', 'pH', 'volatile acidity')",0.6216807417333317
45,"('alcohol', 'residual sugar', 'sulphates')",0.6140313083852272
46,"('alcohol', 'residual sugar', 'total sulfur dioxide')",0.6160454448808228
47,"('alcohol', 'residual sugar', 'type')",0.5506695724197347
48,"('alcohol', 'residual sugar', 'volatile acidity')",0.6213298752599015
49,"('alcohol', 'sulphates', 'total sulfur dioxide')",0.6225491992111443
50,"('alcohol', 'sulphates', 'type')",0.5179698983756575
51,"('alcohol', 'sulphates', 'volatile acidity')",0.6107317079599035
52,"('alcohol', 'total sulfur dioxide', 'type')",0.5604925570237151
53,"('alcohol', 'total sulfur dioxide', 'volatile acidity')",0.633112453179807
54,"('alcohol', 'type', 'volatile acidity')",0.5382173942196963
55,"('chlorides', 'citric acid', 'density')",0.5917420539847804
